walmart-sales-dataset-of-45stores_4 columns
Weekly_Sales;Temperature;Fuel_Price;Unemployment
1337617.55;56.67;4.101;4.781
1361945.18;63.27;4.034;4.781
1562161.97;67.21;3.973;4.781
1447028.06;65.23;3.924;4.781
1470520.83;61.06;3.873;4.781
1434036.18;63.8;3.851;4.781
1492507.44;65.65;3.815;4.584
1379488.05;69.92;3.784;4.584
1360520.56;69.8;3.827;4.584
1362144;76.74;3.882;4.584
1319767.55;69.55;3.898;4.584
1416344.68;69.53;3.903;4.584
1380952.05;69.86;3.88;4.584
1453416.53;67.09;3.82;4.584
1637266.29;67.04;3.796;4.584
1464295.69;65.33;3.784;4.584
1423289.9;66.04;3.809;4.584
1253329.17;60.52;3.809;4.584
1289082.81;57.14;3.758;4.584
1275597.85;64.76;3.684;4.584
1463501.99;49;3.633;4.42
1257778.34;56.79;3.583;4.42
1441032.59;52.12;3.618;4.42
1407191.96;42.57;3.604;4.42
1428436.33;39.18;3.586;4.42
1436940.78;44.04;3.57;4.42
1345631.96;45.48;3.571;4.42
2057059.53;35.23;3.536;4.42
1552886.59;43.6;3.501;4.42
1841173.6;36.4;3.47;4.42
2173621.2;32.99;3.445;4.42
2587953.32;27.8;3.413;4.42
1213486.95;22.3;3.402;4.42
1150662.55;24.29;3.439;4.261
1031451.35;28.49;3.523;4.261
1146992.13;15.33;3.542;4.261
1037476.38;25.71;3.568;4.261
1261872.67;29.71;3.633;4.261
1358444.07;26.6;3.655;4.261
1365546.69;27.01;3.703;4.261
1272948.27;31.12;3.751;4.261
1322852.2;25.91;3.827;4.261
1292724.9;33.11;3.876;4.261
1258364.31;41.19;3.867;4.261
1288154.1;57.82;3.889;4.261
1261964.96;36.71;3.921;4.261
1604605.69;37.43;3.957;4.125
1231752.54;41.81;4.025;4.125
1287899.41;56.55;4.046;4.125
1277758.76;44.62;4.023;4.125
1317379.68;45.88;3.991;4.125
1321914.34;52.9;3.947;4.125
1332952.47;58.42;3.899;4.125
1552934.64;66.43;3.85;4.125
1476144.34;66.22;3.798;4.125
1568048.54;56.82;3.746;4.125
1543667.68;64.73;3.683;4.125
1522042.57;71.82;3.629;4.125
1451782.16;64.23;3.577;4.125
1545370.16;70.86;3.538;4.156
1384921.63;69.19;3.561;4.156
1381339.23;71.13;3.61;4.156
1322932.36;69.31;3.701;4.156
1416926.31;71.51;3.698;4.156
1436311.76;71.12;3.772;4.156
1510131.45;69.97;3.84;4.156
1702220.96;64.63;3.874;4.156
1577468.78;68.34;3.884;4.156
1427162.26;66.74;3.921;4.156
1279041.64;61.37;3.988;4.156
1338627.55;56.8;4.056;4.156
1319035.06;53.71;4.018;4.156
1464616.59;56.65;4.027;4.145
1412925.25;48.1;4.029;4.145
1363155.77;47.89;4;4.145
1347454.59;50.56;3.917;4.145
1388725.63;22.43;2.954;8.326
1414107.1;25.94;2.94;8.326
1385362.49;31.05;2.909;8.326
1158722.74;33.98;2.91;8.326
1412387.37;36.73;2.919;8.326
1309340.16;42.31;2.938;8.326
1222511.29;46.09;2.96;8.326
1258311.56;48.87;2.963;8.326
1478321.26;45.22;2.957;8.211
1379579.63;62.06;2.992;8.211
1268266.72;51.08;3.01;8.211
1264117.01;51.07;3.021;8.211
1259877.19;51.48;3.042;8.211
1409705.03;66.65;3.095;8.211
1346783.35;51.31;3.112;8.211
1283482.85;60.44;3.096;8.211
1473868.15;69.59;3.046;8.211
1566668.91;71.99;3.006;8.211
1375458.21;64.84;2.972;8.211
1354168.18;67.17;2.942;8.211
1399073.75;74.9;2.958;8.211
1563387.94;71.12;2.958;8.117
1665502.55;79.05;2.94;8.117
1418697.05;76.56;2.933;8.117
1333740.35;75.27;2.924;8.117
1387517.63;75.91;2.932;8.117
1442819.28;74.54;2.942;8.117
1384243.75;74.17;2.923;8.117
1375307.54;72.17;2.913;8.117
1350059.35;67;2.885;8.117
1366381.6;73.52;2.86;8.117
1474498.59;67.11;2.837;8.117
1273295.46;60.31;2.846;8.117
1169413.27;64.3;2.837;8.117
1215273.2;66.88;2.84;8.275
1361944.94;54.82;2.903;8.275
1300806.74;52.83;2.999;8.275
1234875.33;48.69;3.049;8.275
1244925.94;57.29;3.055;8.275
1285358.01;42.2;3.049;8.275
1312877.01;41.76;3.065;8.275
1277150.6;45.63;3.138;8.275
1779276.51;41.92;3.186;8.275
1413302.7;37.08;3.2;8.275
1593012.75;27.11;3.255;8.275
1663525.77;27.99;3.301;8.275
2386015.75;27.74;3.309;8.275
1208600.05;25.9;3.336;8.275
1178641.71;30.72;3.351;8.252
1167740.2;22.41;3.367;8.252
1107170.39;23.69;3.391;8.252
1126921.34;17.91;3.402;8.252
1225182.04;23.83;3.4;8.252
1341240.62;26.51;3.416;8.252
1360150.12;34.04;3.42;8.252
1235121.33;26.09;3.452;8.252
1346994.53;31.36;3.605;8.252
1253218.7;39.51;3.752;8.252
1168397.26;43.39;3.796;8.252
1158693.12;36.88;3.789;8.252
1163803.3;35.73;3.811;8.212
1273670.32;44.7;3.895;8.212
1245576.65;52.36;3.981;8.212
1372484.9;46;4.061;8.212
1197761.17;60.48;4.117;8.212
1339630.35;55.75;4.192;8.212
1311950.16;58.49;4.211;8.212
1234281.7;59.84;4.202;8.212
1311153.72;65.74;4.134;8.212
1554837.62;73.12;4.069;8.212
1373841.91;70.02;4.025;8.212
1320359.23;64.34;3.989;8.212
1304850.67;68.88;3.964;8.212
1445596.61;70.27;3.916;8.358
1567340.07;72.56;3.886;8.358
1356938.95;74.43;3.915;8.358
1357672.24;79.29;3.972;8.358
1310973.06;74.84;4.004;8.358
1417616.81;74.64;4.02;8.358
1402818.01;72.52;3.995;8.358
1352039.88;69.93;3.942;8.358
1402372.09;69.94;3.906;8.358
1196105.44;68.14;3.879;8.358
1527455.19;68.32;3.93;8.358
1227535.97;65.56;3.937;8.358
1232376.49;60.61;3.899;8.358
1246242.61;68;3.858;8.358
1405914.39;53.87;3.775;8.454
1333315.03;60.21;3.744;8.454
1283563.43;56.6;3.757;8.454
1307142.75;48;3.757;8.454
1385860.38;39.87;3.738;8.454
1425078.59;46.78;3.719;8.454
1297535.69;48.17;3.717;8.454
1761235.67;41.83;3.689;8.454
1335647.1;47.21;3.666;8.454
1529615.54;42.3;3.627;8.454
1624994.43;36;3.611;8.454
2168344.23;36.93;3.587;8.454
1363973.16;33.45;3.566;8.454
1251581.89;32.86;3.585;8.659
1155594.2;36.5;3.666;8.659
1151993.85;25.73;3.705;8.659
1057290.41;31.92;3.737;8.659
1249696.97;38.61;3.796;8.659
1403460.87;33.82;3.826;8.659
1326370.08;33.92;3.874;8.659
1303233.15;37.35;3.917;8.659
1213994.39;35.36;3.983;8.659
1325835.7;41.5;4.021;8.659
1239299.12;48.68;4.021;8.659
1221723.94;59.51;4.054;8.659
1230106.13;47.28;4.098;8.659
1524734.29;45.25;4.143;8.983
1285783.87;48.65;4.187;8.983
1208654.4;61.05;4.17;8.983
1194334.65;49.26;4.163;8.983
1306551.71;52.14;4.124;8.983
1355391.79;58.7;4.055;8.983
1298809.8;63.1;4.029;8.983
1407897.57;65.79;3.979;8.983
1467722.19;71.79;3.915;8.983
1406313.13;59.93;3.871;8.983
1364445.98;68.28;3.786;8.983
1434709.63;72.29;3.722;8.983
1428869.9;70.4;3.667;8.983
1645097.75;77.18;3.646;8.953
1405475.78;75.36;3.689;8.953
1394299;76.42;3.732;8.953
1307339.14;73.62;3.82;8.953
1440374.13;73.26;3.819;8.953
1497054.81;75.53;3.863;8.953
1397970.54;72.87;3.963;8.953
1303726.54;68.13;3.997;8.953
1344558.92;71.18;4.026;8.953
1477134.75;72.81;4.076;8.953
1242909.53;64.28;4.088;8.953
1261158.47;61.25;4.203;8.953
1259278.36;58.86;4.158;8.953
1416720.54;60.35;4.151;8.693
1416301.17;51.64;4.186;8.693
1255414.84;52.59;4.153;8.693
1307182.29;55.16;4.071;8.693
677231.63;21.1;2.784;8.187
583364.02;19.64;2.773;8.187
676260.67;24.16;2.745;8.187
628516.57;29.16;2.754;8.187
665750.06;29.45;2.777;8.187
660619.99;40.05;2.818;8.187
659795.84;45;2.844;8.187
696687.6;45.84;2.854;8.187
822486.37;47.2;2.85;7.856
712647.97;61.36;2.869;7.856
715311.6;52.16;2.899;7.856
694531.72;46.12;2.902;7.856
706924.02;50.97;2.921;7.856
724468.97;63.67;2.966;7.856
698073.95;50.27;2.982;7.856
704113.22;57.17;2.958;7.856
792442.54;69.31;2.899;7.856
764155.44;69.22;2.847;7.856
737163.2;63.68;2.809;7.856
780444.94;69.56;2.78;7.856
737569.14;72.17;2.808;7.856
759407.87;66.42;2.815;7.527
719591.13;75.24;2.793;7.527
726997.84;73.43;2.783;7.527
665290.93;75.37;2.771;7.527
682124.34;71.99;2.781;7.527
699464.43;71.79;2.784;7.527
686072.39;72.73;2.805;7.527
724499.81;71.81;2.779;7.527
711461.95;67.15;2.755;7.527
685700.08;71.17;2.715;7.527
655811.95;61.14;2.699;7.527
628989.88;60.13;2.706;7.527
607819.33;65.06;2.713;7.527
658640.14;57.56;2.707;7.484
674283.86;48.46;2.764;7.484
616094.72;54.09;2.868;7.484
661644.19;46.73;2.917;7.484
674458.03;55.72;2.921;7.484
696314.53;38.8;2.917;7.484
713250.08;40.68;2.931;7.484
718056.73;42.72;3;7.484
1115240.61;43.43;3.039;7.484
885572.96;32.41;3.046;7.484
964729.18;22.65;3.109;7.484
1047707.59;21.6;3.14;7.484
1295391.19;22.94;3.141;7.484
623092.54;25.89;3.179;7.484
558794.63;29;3.193;7.343
572360.83;18.3;3.205;7.343
568093.57;23.21;3.229;7.343
600448.69;18.92;3.237;7.343
639830.45;23.94;3.231;7.343
615666.78;21.18;3.239;7.343
634637.03;38.42;3.245;7.343
570816.34;28.36;3.274;7.343
640912.18;31.59;3.433;7.343
599828.39;36.73;3.582;7.343
603393.64;40.94;3.631;7.343
616324.24;38.51;3.625;7.343
618377.79;28.5;3.638;7.287
648606.13;42.11;3.72;7.287
674562.45;51.43;3.821;7.287
756588.42;45.87;3.892;7.287
649245;58.43;3.962;7.287
659446.55;49.5;4.046;7.287
684783.15;60.1;4.066;7.287
677971.33;56.56;4.062;7.287
718373.94;67.18;3.985;7.287
737551.74;70.69;3.922;7.287
740259.63;71.45;3.881;7.287
717373.43;63.58;3.842;7.287
699270.1;70.71;3.804;7.287
706206.86;66.61;3.748;7.274
698529.64;71.64;3.711;7.274
680510.23;72.67;3.76;7.274
670854.96;78.1;3.811;7.274
668390.82;74.72;3.829;7.274
679706.01;74;3.842;7.274
667130.48;70.93;3.812;7.274
688958.75;68.09;3.747;7.274
726422.55;66.8;3.704;7.274
699779;67.2;3.703;7.274
673248.48;67.51;3.738;7.274
628720.46;62.05;3.742;7.274
620885.93;60.28;3.711;7.274
639160.24;60.7;3.645;7.274
671522.87;50.82;3.583;7.082
646915.47;58.95;3.541;7.082
690675.5;50.22;3.57;7.082
724443.97;46.28;3.569;7.082
718393.61;40.88;3.551;7.082
719235.07;44.81;3.53;7.082
728525.6;46.41;3.53;7.082
1116211.39;43.49;3.492;7.082
878314.57;42.85;3.452;7.082
916446.02;38.69;3.415;7.082
997502.47;33.09;3.413;7.082
1290532.97;36.56;3.389;7.082
683665.37;32.42;3.389;7.082
636419.12;30.23;3.422;6.961
614764.31;34.6;3.513;6.961
594744.89;23.87;3.533;6.961
589554.29;32.24;3.567;6.961
642776.4;34.98;3.617;6.961
658984.38;32.47;3.64;6.961
654088.02;32.23;3.695;6.961
613501.05;35.51;3.739;6.961
643155.89;36.01;3.816;6.961
643711.53;37.44;3.848;6.961
638204.27;50.64;3.862;6.961
672831.78;62.7;3.9;6.961
684348.92;47.92;3.953;6.961
791356.9;44.73;3.996;7.139
658691.56;42.46;4.044;7.139
661566.48;57.1;4.027;7.139
655157.32;44.2;4.004;7.139
696421.72;58.76;3.951;7.139
739866.16;59.21;3.889;7.139
717207.19;58.21;3.848;7.139
783371.02;67.69;3.798;7.139
694765.95;69.54;3.742;7.139
730254.19;58.48;3.689;7.139
753860.89;68.34;3.62;7.139
721601.9;73.52;3.564;7.139
718890.81;69.84;3.506;7.139
753385.55;75.52;3.475;7.28
714093.95;73.87;3.523;7.28
685676.58;74.32;3.567;7.28
659109.53;72.98;3.647;7.28
709724.6;72.08;3.654;7.28
710496.97;71.93;3.722;7.28
728467.72;66.99;3.807;7.28
756527.64;64.53;3.834;7.28
714828.73;68.55;3.867;7.28
671482.9;72.79;3.911;7.28
657241.63;60.9;3.948;7.28
664745.2;57.6;4.038;7.28
683300.84;54.52;3.997;7.28
699536.73;57.58;3.985;7.293
697317.41;43.74;4;7.293
685531.85;51.93;3.969;7.293
688940.94;56.69;3.882;7.293
1034119.21;9.55;2.788;8.488
1015684.09;18.14;2.771;8.488
999348.55;22.62;2.747;8.488
855385.01;27.32;2.753;8.488
1005669.58;28.6;2.766;8.488
963382.09;31.1;2.805;8.488
903366.55;35.34;2.834;8.488
893613;35.26;2.831;8.488
1029849.2;36.53;2.826;8.512
1022293.81;50.13;2.849;8.512
905548.38;36.6;2.885;8.512
881930.87;39.68;2.895;8.512
904503.85;40.56;2.935;8.512
1074479.73;54.72;2.981;8.512
972663.59;39.08;2.983;8.512
986765.01;50.81;2.961;8.512
1069851.59;61.65;2.906;8.512
1003202.66;58.46;2.857;8.512
1073862.59;51.62;2.83;8.512
1001286.67;53.62;2.805;8.512
976242.09;63.78;2.81;8.512
1078455.48;58.9;2.815;8.445
1122356.53;71.08;2.806;8.445
1028151.72;67.66;2.796;8.445
971615.62;65.4;2.784;8.445
1005324.28;63.79;2.792;8.445
1125329.77;62.93;2.792;8.445
1011938.29;61.58;2.81;8.445
1007385.36;62.68;2.796;8.445
977322.52;57.23;2.77;8.445
1037549.71;66.93;2.735;8.445
1042226.3;54.82;2.717;8.445
923473.7;50.08;2.716;8.445
868636.3;52.47;2.718;8.445
923221.52;57.8;2.717;8.149
1001069.52;46.81;2.776;8.149
937956.89;39.93;2.878;8.149
916522.66;36.13;2.919;8.149
895069.88;40.3;2.938;8.149
970224.51;30.51;2.938;8.149
971193.01;37.51;2.961;8.149
901972.7;36.73;3.03;8.149
1286833.62;28.11;3.07;8.149
1016143.64;27.73;3.065;8.149
1149612.04;16.6;3.132;8.149
1196813.33;20.61;3.139;8.149
1573982.47;21.81;3.15;8.149
877268.29;18.73;3.177;8.149
938149.21;21.13;3.193;7.907
812323.29;16.7;3.215;7.907
809833.21;12.98;3.232;7.907
817485.14;5.54;3.243;7.907
911807.02;11.17;3.24;7.907
1010711.08;15.12;3.255;7.907
981978.02;19.63;3.263;7.907
910298.44;16.3;3.281;7.907
945643.17;14.31;3.437;7.907
946614.55;28.13;3.6;7.907
887426.12;31.76;3.634;7.907
866566.54;22.99;3.624;7.907
849231.61;22.99;3.638;7.818
985229.81;29.09;3.72;7.818
863266.12;39.46;3.823;7.818
921700.61;33.81;3.919;7.818
873450.29;47.17;3.988;7.818
1024778.23;45;4.078;7.818
941008.85;48.2;4.095;7.818
938334.62;48.86;4.101;7.818
996723.58;56.74;4.034;7.818
1054454.4;60.49;3.973;7.818
1094058.68;59.85;3.924;7.818
981646.46;54.5;3.873;7.818
997474.93;56.94;3.851;7.818
1070119.09;59.89;3.815;7.767
1133807.03;63.34;3.784;7.767
1021534.7;64.43;3.827;7.767
1017867.8;69.52;3.882;7.767
1005360.5;63.32;3.898;7.767
1107552.43;63.16;3.903;7.767
1087644.5;62.99;3.88;7.767
1021766.75;60.58;3.82;7.767
1064617.62;61.1;3.796;7.767
1040143.14;59.67;3.784;7.767
1069710.97;60.98;3.809;7.767
951569.84;55.19;3.809;7.767
923644.6;50.72;3.758;7.767
959339.51;59.42;3.684;7.767
1130022.99;46.84;3.633;7.598
987886.08;53.91;3.583;7.598
974907.28;45.23;3.618;7.598
972256.98;35.06;3.604;7.598
988950.75;31.7;3.586;7.598
1077640.13;40.08;3.57;7.598
946091.79;37.78;3.571;7.598
1282320.05;31.07;3.536;7.598
1012498.49;36.74;3.501;7.598
1148987.46;34.24;3.47;7.598
1204807.83;28.24;3.445;7.598
1515175.01;22.53;3.413;7.598
972834.42;18.8;3.402;7.598
971557.62;22.94;3.439;7.467
836305.65;25.55;3.523;7.467
838751.5;15.22;3.542;7.467
820059.89;24.16;3.568;7.467
939158.25;25.24;3.633;7.467
1081005.64;23.89;3.655;7.467
965788.76;23.9;3.703;7.467
917924.47;28.06;3.751;7.467
955641.74;22.49;3.827;7.467
1028569.01;29.03;3.876;7.467
919503.4;35.06;3.867;7.467
874790.68;49.97;3.889;7.467
922018.43;33.33;3.921;7.467
1116829.23;33.35;3.957;7.489
889670.29;36.9;4.025;7.489
923600.02;50.81;4.046;7.489
911969;43.6;4.023;7.489
946573.29;40.29;3.991;7.489
1062548.73;47.11;3.947;7.489
978082.84;52.55;3.899;7.489
1067310.74;58.2;3.85;7.489
1015853.03;58.51;3.798;7.489
1106176.83;49.43;3.746;7.489
1029248.22;57.84;3.683;7.489
1056282.91;63.04;3.629;7.489
1051190.44;60.71;3.577;7.489
1180470.8;64.94;3.538;7.405
1063149.78;64.47;3.561;7.405
1049625.9;66.75;3.61;7.405
1031745.14;64.12;3.701;7.405
1090915.09;65.6;3.698;7.405
1121476.51;67.01;3.772;7.405
1068292.56;65.54;3.84;7.405
1022704.2;62.08;3.874;7.405
1053495.51;63.69;3.884;7.405
1081874.03;61.58;3.921;7.405
986131.94;57.69;3.988;7.405
961084.08;52.68;4.056;7.405
964726.37;50.66;4.018;7.405
1095504.26;54.07;4.027;7.138
1044639.69;45.19;4.029;7.138
975578.02;43.51;4;7.138
958619.8;46.95;3.917;7.138
1874289.79;27.19;2.954;8.237
1745362.72;29.81;2.94;8.237
1945070.33;32.44;2.909;8.237
1390934.27;36;2.91;8.237
1313729.72;38.07;2.919;8.237
1925113.12;45.98;2.938;8.237
1700627.97;49.04;2.96;8.237
1836714.84;52.34;2.963;8.237
2053952.97;46.9;2.957;8.058
1955814.13;62.62;2.992;8.058
1857500.96;54.95;3.01;8.058
1850205.47;53.91;3.021;8.058
1805885.04;53.55;3.042;8.058
1939458.84;69.02;3.095;8.058
1842465.78;53.82;3.112;8.058
1836595.58;63.31;3.096;8.058
1962468.67;67.88;3.046;8.058
2073102.59;74.29;3.006;8.058
1873812.93;68.9;2.972;8.058
1887182.27;70;2.942;8.058
1962625.01;78.02;2.958;8.058
2024554.1;76.25;2.958;7.982
2119163.01;82.69;2.94;7.982
1880691.64;78.26;2.933;7.982
1808250.71;81.56;2.924;7.982
1816489.53;79.78;2.932;7.982
1908036.68;77.45;2.942;7.982
1864436.12;77.36;2.923;7.982
1936878.46;75.16;2.913;7.982
1870684.21;70.31;2.885;7.982
1908110.9;78.52;2.86;7.982
1913494.81;70.38;2.837;7.982
1629978.46;64.5;2.846;7.982
1597002.71;67.08;2.837;7.982
1543532.83;70.19;2.84;8.021
1707662.87;57.78;2.903;8.021
1728388.2;58.38;2.999;8.021
1693935.29;52.82;3.049;8.021
1688955.49;61.02;3.055;8.021
1686010.02;45.91;3.049;8.021
1828010.25;45.9;3.065;8.021
1704785.74;50.81;3.138;8.021
2627910.75;46.67;3.186;8.021
1884343.67;41.81;3.2;8.021
2139733.68;30.83;3.255;8.021
2350098.36;31.62;3.301;8.021
3078162.08;31.34;3.309;8.021
1440963;29.59;3.336;8.021
1568159.48;34.42;3.351;7.827
1532308.62;25.7;3.367;7.827
1517029.9;30.13;3.391;7.827
1421111.55;23.64;3.402;7.827
1628100.79;28.7;3.4;7.827
1636224.77;30.45;3.416;7.827
1709365.19;39.32;3.42;7.827
1688935.71;33.05;3.452;7.827
1656130.67;36.99;3.605;7.827
1613259.77;43.64;3.752;7.827
1624539.21;46.65;3.796;7.827
1554651.08;40.11;3.789;7.827
1628868.28;37.27;3.811;7.725
1689844.18;46.87;3.895;7.725
1727175.61;52.24;3.981;7.725
1921655.48;50.02;4.061;7.725
1642074.64;61.71;4.117;7.725
1757041.96;56.48;4.192;7.725
1763545.32;60.07;4.211;7.725
1725268.56;60.22;4.202;7.725
1820723.17;66.43;4.134;7.725
2053708.01;74.17;4.069;7.725
1817914.71;73.26;4.025;7.725
1814740.09;67.03;3.989;7.725
1811455.15;72.02;3.964;7.725
1949983.93;73.76;3.916;7.85
2000055.27;76.87;3.886;7.85
1762155.79;77.83;3.915;7.85
1754879.45;82.28;3.972;7.85
1744879.06;79.41;4.004;7.85
1747289.53;78.14;4.02;7.85
1758437.96;76.67;3.995;7.85
1781905.24;72.97;3.942;7.85
2034400.78;72.88;3.906;7.85
1511717.53;71.44;3.879;7.85
1911470.84;70.93;3.93;7.85
1613773.9;69.65;3.937;7.85
1606208.68;63.61;3.899;7.85
1599626.26;70.92;3.858;7.85
1672339.27;56.91;3.775;7.906
1682652.51;64.78;3.744;7.906
1689591.44;59.62;3.757;7.906
1710372.4;51.81;3.757;7.906
1621109.3;44.46;3.738;7.906
1800728.07;49.69;3.719;7.906
1723739.44;51.42;3.717;7.906
2504400.71;47.88;3.689;7.906
1806924.74;50.55;3.666;7.906
2014665.98;46.28;3.627;7.906
2205919.86;40.68;3.611;7.906
2739019.75;41.59;3.587;7.906
1650604.6;37.85;3.566;7.906
1535287.4;35.8;3.585;8.009
1492399.13;41.3;3.666;8.009
1542131.05;30.35;3.705;8.009
1263534.86;36.96;3.737;8.009
1564246.02;42.52;3.796;8.009
1651605.35;37.86;3.826;8.009
1606221.56;37.24;3.874;8.009
1648602.39;41.74;3.917;8.009
1509323.09;40.07;3.983;8.009
1607343.41;44.32;4.021;8.009
1635984.07;49.6;4.021;8.009
1620839.34;57.3;4.054;8.009
1615494.14;49.4;4.098;8.009
1899013.34;48.73;4.143;8.253
1650405.21;52.22;4.187;8.253
1639999.47;62.62;4.17;8.253
1565498.84;52.33;4.163;8.253
1669388.45;53.68;4.124;8.253
1674306.31;58.97;4.055;8.253
1707158.82;65.15;4.029;8.253
1818906.73;64.77;3.979;8.253
1900638.6;73.4;3.915;8.253
1764756.31;64.05;3.871;8.253
1773500.56;69.52;3.786;8.253
1837884.79;73.23;3.722;8.253
1842555.32;73.94;3.667;8.253
2062224.92;82.08;3.646;8.239
1755889.53;78.95;3.689;8.239
1730913.66;78.64;3.732;8.239
1625883.71;76.01;3.82;8.239
1705810.84;75.22;3.819;8.239
1720537.26;78.44;3.863;8.239
1735339.59;76.51;3.963;8.239
1780443.36;72.93;3.997;8.239
1731935.43;75;4.026;8.239
1840955.23;76;4.076;8.239
1519604.5;68.72;4.088;8.239
1557485.75;66.1;4.203;8.239
1540687.63;64.92;4.158;8.239
1591816.88;64.5;4.151;8
1660081.29;55.4;4.186;8
1620374.24;56.53;4.153;8
1703047.74;58.99;4.071;8
1672352.29;49.47;2.962;13.975
1558968.49;47.87;2.946;13.975
1491300.42;54.83;2.915;13.975
1542173.33;50.23;2.825;13.975
1608435.45;53.77;2.987;13.975
1326877.11;50.11;2.925;13.975
1279819.43;59.57;3.054;13.975
1245268.77;60.06;3.083;13.975
1441559.4;59.84;3.086;14.099
1382359.21;59.25;3.09;14.099
1268240.66;64.95;3.109;14.099
1244177.21;64.55;3.05;14.099
1186971.02;67.38;3.105;14.099
1532893.22;70.15;3.127;14.099
1245898.73;68.44;3.145;14.099
1217923.71;76.2;3.12;14.099
1176588.25;67.84;3.058;14.099
1543678.02;81.39;2.941;14.099
1348995.17;90.84;2.949;14.099
1267619.06;81.06;3.043;14.099
1231025.07;87.27;3.084;14.099
1399960.15;91.98;3.105;14.18
1340293.87;90.37;3.1;14.18
1225336.41;97.18;3.094;14.18
1205884.98;99.22;3.112;14.18
1150204.71;96.31;3.017;14.18
1523101.38;92.95;3.123;14.18
1218688.09;87.01;3.159;14.18
1195897.6;92.81;3.041;14.18
1191585.92;93.19;3.129;14.18
1523410.71;83.12;3.087;14.18
1246062.17;83.63;3.044;14.18
1159812.35;82.45;3.028;14.18
1111797.21;81.77;2.939;14.18
1203080.41;85.2;3.001;14.313
1334571.87;71.82;3.013;14.313
1158062.99;75;2.976;14.313
1120619.32;68.85;3.014;14.313
1231688.48;61.09;3.016;14.313
1501663.26;65.49;3.129;14.313
1266460.45;57.79;3.13;14.313
1179315.72;58.18;3.161;14.313
1937033.5;47.66;3.162;14.313
1447916.29;43.33;3.041;14.313
1466164.49;50.01;3.203;14.313
1510443.62;52.77;3.236;14.313
2026026.39;52.02;3.236;14.313
1090558.57;45.64;3.148;14.313
1402902.47;37.64;3.287;14.021
1098286.61;43.15;3.312;14.021
1079669.11;53.53;3.223;14.021
1127859.69;50.74;3.342;14.021
1564897.32;45.14;3.348;14.021
1397301.38;51.3;3.381;14.021
1514828.82;53.35;3.43;14.021
1311796.91;48.45;3.53;14.021
1723736.91;51.72;3.674;14.021
1380836.35;57.75;3.818;14.021
1286413.71;64.21;3.692;14.021
1201059.72;54.4;3.909;14.021
1336838.41;63.63;3.772;13.736
1414713.5;64.47;4.003;13.736
1240126.07;57.63;3.868;13.736
1297452;72.12;4.134;13.736
1222367.9;68.27;4.151;13.736
1515890.38;68.4;4.193;13.736
1253316.3;70.93;4.202;13.736
1151282.31;66.59;4.169;13.736
1160043.98;76.67;4.087;13.736
1403779.25;71.81;4.031;13.736
1339972.83;78.72;3.981;13.736
1268503.49;86.84;3.935;13.736
1208809.34;88.95;3.898;13.736
1319054.57;89.85;3.842;13.503
1459655.85;89.9;3.705;13.503
1197373.13;88.1;3.692;13.503
1165870.54;91.17;3.794;13.503
1114530.29;93.29;3.805;13.503
1523870.89;90.61;3.803;13.503
1218764.94;91.04;3.701;13.503
1200019.74;91.74;3.743;13.503
1166479.51;94.61;3.74;13.503
1468871.49;93.66;3.798;13.503
1310087;88;3.913;13.503
1159212.1;76.36;3.918;13.503
1109105.92;82.95;3.789;13.503
1120731.76;83.26;3.877;13.503
1557314.58;70.44;3.827;12.89
1220984.94;67.31;3.805;12.89
1203172.05;73.05;3.842;12.89
1242746.06;67.41;3.727;12.89
1576654.67;59.77;3.828;12.89
1402654.95;48.76;3.824;12.89
1255081.22;54.2;3.813;12.89
1929738.27;53.25;3.622;12.89
1368130.35;52.5;3.701;12.89
1467024.3;42.17;3.644;12.89
1429954.66;43.29;3.6;12.89
1796203.51;45.4;3.541;12.89
1270036.53;44.64;3.428;12.89
1466046.07;50.43;3.599;12.187
1161190.29;48.07;3.657;12.187
1129540.48;46.2;3.66;12.187
1132948.48;50.43;3.675;12.187
1531599.44;50.58;3.702;12.187
1572966.15;52.27;3.722;12.187
1501503.68;51.8;3.781;12.187
1323487.91;53.13;3.95;12.187
1451740.57;52.27;4.178;12.187
1680764.06;54.54;4.25;12.187
1337875.49;64.44;4.273;12.187
1216059.41;56.26;4.038;12.187
1209524.11;64.36;4.294;12.187
1559592.79;64.05;4.121;11.627
1290684.95;64.28;4.254;11.627
1180797.2;66.73;4.222;11.627
1170456.16;77.99;4.193;11.627
1450628.85;76.03;4.171;11.627
1264575.18;77.27;4.186;11.627
1213310.45;84.51;4.11;11.627
1151214.41;83.84;4.293;11.627
1245480.95;78.11;4.277;11.627
1440687.69;84.83;4.103;11.627
1229760.97;85.94;4.144;11.627
1180671.55;91.61;4.014;11.627
1129031.98;90.47;3.875;11.627
1500863.54;89.13;3.765;10.926
1179915.04;95.61;3.723;10.926
1149427.48;85.53;3.726;10.926
1135035.09;93.47;3.769;10.926
1376520.1;88.16;3.76;10.926
1269113.41;95.91;3.811;10.926
1184198.41;94.87;4.002;10.926
1199309.59;85.32;4.055;10.926
1227118.75;89.78;4.093;10.926
1469693.99;88.52;4.124;10.926
1124660.77;83.64;4.133;10.926
1135340.19;82.97;4.125;10.926
1129508.61;81.22;3.966;10.926
1462941.03;81.61;3.966;10.199
1205536.71;71.74;4.468;10.199
1143724.48;68.66;4.449;10.199
