Weekly_Sales,Temperature
783614.89,94.22
776933.37,92.32
855546.5,90.11
821127.53,92.07
705557.8,91.94
653989.65,78.87
653525.84,80.62
681913.29,75.68
651970.48,78.91
663452.46,71.64
671379.44,69.79
729036.06,65.16
738812,65.46
767358.37,56.01
757369.87,59.8
737014.09,61.9
1219263.4,56.43
793184.25,48.72
897747.13,41.44
1027584.51,50.56
1384552.17,46.54
804362.36,45.16
640181.86,48.1
631181.25,45
651178.2,52.21
611258.71,50.79
680725.43,55.83
770652.79,46.52
834663.52,45.03
747099.07,54.81
764385.4,59.3
755084.4,57.16
767338.32,63.39
729759.97,62.96
724798.76,67.87
761956.58,69.02
769319.04,69.03
734858.91,66.97
674829.58,69.21
697645.32,77.53
649945.54,74.14
700554.16,72.42
722891.24,79.49
695439.83,79.24
707895.72,79.47
727049.04,81.51
735870,81.78
716341.39,88.05
693013.59,85.26
668132.36,82.51
691200.33,84.25
677789.14,88.09
693785.85,91.57
700272.01,89.57
751963.81,85.55
802003.61,77.72
763867.59,83.58
642827.29,88.4
628494.63,76.1
667151.46,71.54
647097.65,80.38
651768.91,70.28
653043.44,61.53
641368.14,68.52
675202.87,70.5
1033017.37,24.36
1022571.25,28.14
988467.61,31.96
899761.48,35.98
1009201.24,36.82
967187.37,43.43
966145.09,46.03
1012075.12,48.56
1177340.99,44.96
1033171.07,57.06
1000968.67,51.14
969594.47,51.04
977683.06,50.96
1052973.28,63.81
973585.33,50.99
979977.89,59.99
1103740.4,65.64
1095539.13,69.49
1061196.47,65.01
1052895.25,67.13
1095020.33,74.37
1120259.71,72.88
1092654.26,79.22
988392.99,76.3
974123.2,76.91
970773.64,76.35
1010326.14,74.37
993097.43,74.75
1017045.44,73.21
1081420.96,68.99
1074535.88,75.85
924174.4,68.6
918285.97,62.49
902779.25,65.14
905987.17,69.31
1015051.62,56.32
954401.46,55.23
960998.52,50.24
1025766.27,57.73
1006888.16,44.34
1043698.64,44.42
985896.44,48.62
1564502.26,44.61
1230514.58,39.42
1367202.84,28.43
1527682.99,30.46
1962445.04,29.76
774262.28,28.49
873954.7,32.56
807535.52,24.76
855001.02,26.8
799369.15,20.61
946060.98,26.39
1009206.33,28.89
975964.86,35.34
911245.43,30.23
997353.15,33.52
944587.23,41.42
926427.12,43.38
933528.39,38.77
951588.37,36.04
969046.69,44.42
1008557.04,48.88
1152781.9,47.76
926133.8,57.2
1032076.06,53.63
1001558.74,57.71
970307.83,58.56
1021568.34,62.59
1125169.92,70.09
1060868.49,69.53
1042454.61,63.97
1012584.2,68.53
1077491.68,70.8
1017050.65,74.22
961953.57,75.2
964683.8,77.79
944958.69,75.32
983232.96,75.33
991779.2,74.69
973004.91,71.3
1181815.31,72.22
912762.76,69.16
1004434.54,69.14
937420.65,68.08
899834.75,62.36
953314.16,69.78
993436.67,56.44
944337.32,62.63
981567.22,59.3
1099351.68,49.31
1106575.59,42.81
1051740.29,47.8
1007579.44,50.62
1535857.49,46.28
1167621.14,49.11
1308967.44,45.35
1453153.33,39.11
1863195.68,39.83
982661.14,36.28
895358.2,34.61
855437.57,39
897027.44,29.16
786459.23,35.68
958487.75,40.58
1034448.07,35.68
1004749.41,36.25
912958.95,39
974866.65,37.47
991127.01,41.72
966780.01,46.06
992774.4,54.68
965769.93,46.4
1197489.66,46.38
939118.24,49.89
1000342.87,58.81
922539.94,51.42
1005083.31,50.75
997868.63,56.72
986612.02,61.9
1047297.38,62.39
1102857.37,70.01
1061134.37,61.71
1061219.19,66.56
1112449.3,70.61
1053881.78,70.99
1097786.14,77.41
971361.38,75.81
991969.37,76.57
925731.21,73.52
1007257.83,72.99
973812.79,76.74
981273.26,74.92
1060906.75,70.42
1022270.86,71.93
996628.8,73.3
918049.28,66.42
921612.53,63.38
976479.51,62.17
1009887.36,62.09
1004039.84,54.18
978027.95,55.28
1094422.69,57.58
1364721.58,15.25
1380892.08,18.75
1319588.04,26.7
1198709.65,32.68
1311175.93,33.15
1408082.96,36.07
1229008.32,43.01
1310701.8,38.59
1556627.62,40.5
1264434.7,56.82
1288823.72,44.25
1315023.08,46.4
1259414.52,45.47
1365552.28,61.04
1303055.09,45.33
1327424.28,57.94
1571158.56,69.26
1514435.51,64.94
1439432.06,58.35
1507708.93,60.29
1415204.88,69.83
1549113.18,64.76
1417535.78,77.16
1413124.11,73.94
1333634.45,70.2
1319773.55,69.71
1417013.07,70.03
1346345.97,67.43
1439901.05,68.65
1584623.36,63.25
1405119.23,72.91
1272842.85,63.21
1159132.58,55.3
1099055.65,57.75
1129909.44,62.07
1179851.68,50.75
1119809.71,45.55
1147503.92,43.19
1112871.23,48.68
1203119.96,36.6
1387953.75,35.59
1314994.32,41.66
2072685.05,34.95
1617025.41,34.3
1872365.99,20.12
2238573.48,23.05
2734277.1,22.96
1169773.85,19.05
1122034.48,27.81
1016756.1,18.2
1110706.06,15.58
1083657.61,10.91
1159438.53,14.5
1249786.4,21.52
1369971.57,26.6
1206917.2,17
1301185.28,20.67
1042043.55,29.36
1203682.62,37.28
1148624.83,29.11
1182694.95,29.44
1248901.98,36.74
1263680.51,45.51
1447301.24,39.62
1173307.4,54.2
1359921.13,50.07
1254914.87,55.12
1337617.55,56.67
1361945.18,63.27
1562161.97,67.21
1447028.06,65.23
1470520.83,61.06
1434036.18,63.8
1492507.44,65.65
1379488.05,69.92
1360520.56,69.8
1362144,76.74
1319767.55,69.55
1416344.68,69.53
1380952.05,69.86
1453416.53,67.09
1637266.29,67.04
1464295.69,65.33
1423289.9,66.04
1253329.17,60.52
1289082.81,57.14
1275597.85,64.76
1463501.99,49
1257778.34,56.79
1441032.59,52.12
1407191.96,42.57
1428436.33,39.18
1436940.78,44.04
1345631.96,45.48
2057059.53,35.23
1552886.59,43.6
1841173.6,36.4
2173621.2,32.99
2587953.32,27.8
1213486.95,22.3
1150662.55,24.29
1031451.35,28.49
1146992.13,15.33
1037476.38,25.71
1261872.67,29.71
1358444.07,26.6
1365546.69,27.01
1272948.27,31.12
1322852.2,25.91
1292724.9,33.11
1258364.31,41.19
1288154.1,57.82
1261964.96,36.71
1604605.69,37.43
1231752.54,41.81
1287899.41,56.55
1277758.76,44.62
1317379.68,45.88
1321914.34,52.9
1332952.47,58.42
1552934.64,66.43
1476144.34,66.22
1568048.54,56.82
1543667.68,64.73
1522042.57,71.82
1451782.16,64.23
1545370.16,70.86
1384921.63,69.19
1381339.23,71.13
1322932.36,69.31
1416926.31,71.51
1436311.76,71.12
1510131.45,69.97
1702220.96,64.63
1577468.78,68.34
1427162.26,66.74
1279041.64,61.37
1338627.55,56.8
1319035.06,53.71
1464616.59,56.65
1412925.25,48.1
1363155.77,47.89
1347454.59,50.56
1388725.63,22.43
1414107.1,25.94
1385362.49,31.05
1158722.74,33.98
1412387.37,36.73
1309340.16,42.31
1222511.29,46.09
1258311.56,48.87
1478321.26,45.22
1379579.63,62.06
1268266.72,51.08
1264117.01,51.07
1259877.19,51.48
1409705.03,66.65
1346783.35,51.31
1283482.85,60.44
1473868.15,69.59
1566668.91,71.99
1375458.21,64.84
1354168.18,67.17
1399073.75,74.9
1563387.94,71.12
1665502.55,79.05
1418697.05,76.56
1333740.35,75.27
1387517.63,75.91
1442819.28,74.54
1384243.75,74.17
1375307.54,72.17
1350059.35,67
1366381.6,73.52
1474498.59,67.11
1273295.46,60.31
1169413.27,64.3
1215273.2,66.88
1361944.94,54.82
1300806.74,52.83
1234875.33,48.69
1244925.94,57.29
1285358.01,42.2
1312877.01,41.76
1277150.6,45.63
1779276.51,41.92
1413302.7,37.08
1593012.75,27.11
1663525.77,27.99
2386015.75,27.74
1208600.05,25.9
1178641.71,30.72
1167740.2,22.41
1107170.39,23.69
1126921.34,17.91
1225182.04,23.83
1341240.62,26.51
1360150.12,34.04
1235121.33,26.09
1346994.53,31.36
1253218.7,39.51
1168397.26,43.39
1158693.12,36.88
1163803.3,35.73
1273670.32,44.7
1245576.65,52.36
1372484.9,46
1197761.17,60.48
1339630.35,55.75
1311950.16,58.49
1234281.7,59.84
1311153.72,65.74
1554837.62,73.12
1373841.91,70.02
1320359.23,64.34
1304850.67,68.88
1445596.61,70.27
1567340.07,72.56
1356938.95,74.43
1357672.24,79.29
1310973.06,74.84
1417616.81,74.64
1402818.01,72.52
1352039.88,69.93
1402372.09,69.94
1196105.44,68.14
1527455.19,68.32
1227535.97,65.56
1232376.49,60.61
1246242.61,68
1405914.39,53.87
1333315.03,60.21
1283563.43,56.6
1307142.75,48
1385860.38,39.87
1425078.59,46.78
1297535.69,48.17
1761235.67,41.83
1335647.1,47.21
1529615.54,42.3
1624994.43,36
2168344.23,36.93
1363973.16,33.45
1251581.89,32.86
1155594.2,36.5
1151993.85,25.73
1057290.41,31.92
1249696.97,38.61
1403460.87,33.82
1326370.08,33.92
1303233.15,37.35
1213994.39,35.36
1325835.7,41.5
1239299.12,48.68
1221723.94,59.51
1230106.13,47.28
1524734.29,45.25
1285783.87,48.65
1208654.4,61.05
1194334.65,49.26
1306551.71,52.14
1355391.79,58.7
1298809.8,63.1
1407897.57,65.79
1467722.19,71.79
1406313.13,59.93
1364445.98,68.28
1434709.63,72.29
1428869.9,70.4
1645097.75,77.18
1405475.78,75.36
1394299,76.42
1307339.14,73.62
1440374.13,73.26
1497054.81,75.53
1397970.54,72.87
1303726.54,68.13
1344558.92,71.18
1477134.75,72.81
1242909.53,64.28
1261158.47,61.25
1259278.36,58.86
1416720.54,60.35
1416301.17,51.64
1255414.84,52.59
1307182.29,55.16
677231.63,21.1
583364.02,19.64
676260.67,24.16
628516.57,29.16
665750.06,29.45
660619.99,40.05
659795.84,45
696687.6,45.84
822486.37,47.2
712647.97,61.36
715311.6,52.16
694531.72,46.12
706924.02,50.97
724468.97,63.67
698073.95,50.27
704113.22,57.17
792442.54,69.31
764155.44,69.22
737163.2,63.68
780444.94,69.56
737569.14,72.17
759407.87,66.42
719591.13,75.24
726997.84,73.43
665290.93,75.37
682124.34,71.99
699464.43,71.79
686072.39,72.73
724499.81,71.81
711461.95,67.15
685700.08,71.17
655811.95,61.14
628989.88,60.13
607819.33,65.06
658640.14,57.56
674283.86,48.46
616094.72,54.09
661644.19,46.73
674458.03,55.72
696314.53,38.8
713250.08,40.68
718056.73,42.72
1115240.61,43.43
885572.96,32.41
964729.18,22.65
1047707.59,21.6
1295391.19,22.94
623092.54,25.89
558794.63,29
572360.83,18.3
568093.57,23.21
600448.69,18.92
639830.45,23.94
615666.78,21.18
634637.03,38.42
570816.34,28.36
640912.18,31.59
599828.39,36.73
603393.64,40.94
616324.24,38.51
618377.79,28.5
648606.13,42.11
674562.45,51.43
756588.42,45.87
649245,58.43
659446.55,49.5
684783.15,60.1
677971.33,56.56
718373.94,67.18
737551.74,70.69
740259.63,71.45
717373.43,63.58
699270.1,70.71
706206.86,66.61
698529.64,71.64
680510.23,72.67
670854.96,78.1
668390.82,74.72
679706.01,74
667130.48,70.93
688958.75,68.09
726422.55,66.8
699779,67.2
673248.48,67.51
628720.46,62.05
620885.93,60.28
639160.24,60.7
671522.87,50.82
646915.47,58.95
690675.5,50.22
724443.97,46.28
718393.61,40.88
719235.07,44.81
728525.6,46.41
1116211.39,43.49
878314.57,42.85
916446.02,38.69
997502.47,33.09
1290532.97,36.56
683665.37,32.42
636419.12,30.23
614764.31,34.6
594744.89,23.87
589554.29,32.24
642776.4,34.98
658984.38,32.47
654088.02,32.23
613501.05,35.51
643155.89,36.01
643711.53,37.44
638204.27,50.64
672831.78,62.7
684348.92,47.92
791356.9,44.73
658691.56,42.46
661566.48,57.1
655157.32,44.2
696421.72,58.76
739866.16,59.21
717207.19,58.21
783371.02,67.69
694765.95,69.54
730254.19,58.48
753860.89,68.34
721601.9,73.52
718890.81,69.84
753385.55,75.52
714093.95,73.87
685676.58,74.32
659109.53,72.98
709724.6,72.08
710496.97,71.93
728467.72,66.99
756527.64,64.53
714828.73,68.55
671482.9,72.79
657241.63,60.9
664745.2,57.6
683300.84,54.52
699536.73,57.58
697317.41,43.74
685531.85,51.93
688940.94,56.69
1034119.21,9.55
1015684.09,18.14
999348.55,22.62
855385.01,27.32
1005669.58,28.6
963382.09,31.1
903366.55,35.34
893613,35.26
1029849.2,36.53
1022293.81,50.13
905548.38,36.6
881930.87,39.68
904503.85,40.56
1074479.73,54.72
972663.59,39.08
986765.01,50.81
1069851.59,61.65
1003202.66,58.46
1073862.59,51.62
1001286.67,53.62
976242.09,63.78
1078455.48,58.9
1122356.53,71.08
1028151.72,67.66
971615.62,65.4
1005324.28,63.79
1125329.77,62.93
1011938.29,61.58
1007385.36,62.68
977322.52,57.23
1037549.71,66.93
1042226.3,54.82
923473.7,50.08
868636.3,52.47
923221.52,57.8
1001069.52,46.81
937956.89,39.93
916522.66,36.13
895069.88,40.3
970224.51,30.51
971193.01,37.51
901972.7,36.73
1286833.62,28.11
1016143.64,27.73
1149612.04,16.6
1196813.33,20.61
1573982.47,21.81
877268.29,18.73
938149.21,21.13
812323.29,16.7
809833.21,12.98
817485.14,5.54
911807.02,11.17
1010711.08,15.12
981978.02,19.63
910298.44,16.3
945643.17,14.31
946614.55,28.13
887426.12,31.76
866566.54,22.99
849231.61,22.99
985229.81,29.09
863266.12,39.46
921700.61,33.81
873450.29,47.17
1024778.23,45
941008.85,48.2
938334.62,48.86
996723.58,56.74
1054454.4,60.49
1094058.68,59.85
981646.46,54.5
997474.93,56.94
1070119.09,59.89
1133807.03,63.34
1021534.7,64.43
1017867.8,69.52
1005360.5,63.32
1107552.43,63.16
1087644.5,62.99
1021766.75,60.58
1064617.62,61.1
1040143.14,59.67
1069710.97,60.98
951569.84,55.19
923644.6,50.72
959339.51,59.42
1130022.99,46.84
987886.08,53.91
974907.28,45.23
972256.98,35.06
988950.75,31.7
1077640.13,40.08
946091.79,37.78
1282320.05,31.07
1012498.49,36.74
1148987.46,34.24
1204807.83,28.24
1515175.01,22.53
972834.42,18.8
971557.62,22.94
836305.65,25.55
838751.5,15.22
820059.89,24.16
939158.25,25.24
1081005.64,23.89
965788.76,23.9
917924.47,28.06
955641.74,22.49
1028569.01,29.03
919503.4,35.06
874790.68,49.97
922018.43,33.33
1116829.23,33.35
889670.29,36.9
923600.02,50.81
911969,43.6
946573.29,40.29
1062548.73,47.11
978082.84,52.55
1067310.74,58.2
1015853.03,58.51
1106176.83,49.43
1029248.22,57.84
1056282.91,63.04
1051190.44,60.71
1180470.8,64.94
1063149.78,64.47
1049625.9,66.75
1031745.14,64.12
1090915.09,65.6
1121476.51,67.01
1068292.56,65.54
1022704.2,62.08
1053495.51,63.69
1081874.03,61.58
986131.94,57.69
961084.08,52.68
964726.37,50.66
1095504.26,54.07
1044639.69,45.19
975578.02,43.51
958619.8,46.95
1874289.79,27.19
1745362.72,29.81
1945070.33,32.44
1390934.27,36
1313729.72,38.07
1925113.12,45.98
1700627.97,49.04
1836714.84,52.34
2053952.97,46.9
1955814.13,62.62
1857500.96,54.95
1850205.47,53.91
1805885.04,53.55
1939458.84,69.02
1842465.78,53.82
1836595.58,63.31
1962468.67,67.88
2073102.59,74.29
1873812.93,68.9
1887182.27,70
1962625.01,78.02
2024554.1,76.25
2119163.01,82.69
1880691.64,78.26
1808250.71,81.56
1816489.53,79.78
1908036.68,77.45
1864436.12,77.36
1936878.46,75.16
1870684.21,70.31
1908110.9,78.52
1913494.81,70.38
1629978.46,64.5
1597002.71,67.08
1543532.83,70.19
1707662.87,57.78
1728388.2,58.38
1693935.29,52.82
1688955.49,61.02
1686010.02,45.91
1828010.25,45.9
1704785.74,50.81
2627910.75,46.67
1884343.67,41.81
2139733.68,30.83
2350098.36,31.62
3078162.08,31.34
1440963,29.59
1568159.48,34.42
1532308.62,25.7
1517029.9,30.13
1421111.55,23.64
1628100.79,28.7
1636224.77,30.45
1709365.19,39.32
1688935.71,33.05
1656130.67,36.99
1613259.77,43.64
1624539.21,46.65
1554651.08,40.11
1628868.28,37.27
1689844.18,46.87
1727175.61,52.24
1921655.48,50.02
1642074.64,61.71
1757041.96,56.48
1763545.32,60.07
1725268.56,60.22
1820723.17,66.43
2053708.01,74.17
1817914.71,73.26
1814740.09,67.03
1811455.15,72.02
1949983.93,73.76
2000055.27,76.87
1762155.79,77.83
1754879.45,82.28
1744879.06,79.41
1747289.53,78.14
1758437.96,76.67
1781905.24,72.97
2034400.78,72.88
1511717.53,71.44
1911470.84,70.93
1613773.9,69.65
1606208.68,63.61
1599626.26,70.92
1672339.27,56.91
1682652.51,64.78
1689591.44,59.62
1710372.4,51.81
1621109.3,44.46
1800728.07,49.69
1723739.44,51.42
2504400.71,47.88
1806924.74,50.55
2014665.98,46.28
2205919.86,40.68
2739019.75,41.59
1650604.6,37.85
1535287.4,35.8
1492399.13,41.3
1542131.05,30.35
1263534.86,36.96
1564246.02,42.52
1651605.35,37.86
1606221.56,37.24
1648602.39,41.74
1509323.09,40.07
1607343.41,44.32
1635984.07,49.6
1620839.34,57.3
1615494.14,49.4
1899013.34,48.73
1650405.21,52.22
1639999.47,62.62
1565498.84,52.33
1669388.45,53.68
1674306.31,58.97
1707158.82,65.15
1818906.73,64.77
1900638.6,73.4
1764756.31,64.05
1773500.56,69.52
1837884.79,73.23
1842555.32,73.94
2062224.92,82.08
1755889.53,78.95
1730913.66,78.64
1625883.71,76.01
1705810.84,75.22
1720537.26,78.44
1735339.59,76.51
1780443.36,72.93
1731935.43,75
1840955.23,76
1519604.5,68.72
1557485.75,66.1
1540687.63,64.92
1591816.88,64.5
1660081.29,55.4
1620374.24,56.53
1703047.74,58.99
1672352.29,49.47
1558968.49,47.87
1491300.42,54.83
1542173.33,50.23
1608435.45,53.77
1326877.11,50.11
1279819.43,59.57
1245268.77,60.06
1441559.4,59.84
1382359.21,59.25
1268240.66,64.95
1244177.21,64.55
1186971.02,67.38
1532893.22,70.15
1245898.73,68.44
1217923.71,76.2
1176588.25,67.84
1543678.02,81.39
1348995.17,90.84
1267619.06,81.06
1231025.07,87.27
1399960.15,91.98
1340293.87,90.37
1225336.41,97.18
1205884.98,99.22
1150204.71,96.31
1523101.38,92.95
1218688.09,87.01
1195897.6,92.81
1191585.92,93.19
1523410.71,83.12
1246062.17,83.63
1159812.35,82.45
1111797.21,81.77
1203080.41,85.2
1334571.87,71.82
1158062.99,75
1120619.32,68.85
1231688.48,61.09
1501663.26,65.49
1266460.45,57.79
1179315.72,58.18
1937033.5,47.66
1447916.29,43.33
1466164.49,50.01
1510443.62,52.77
2026026.39,52.02
1090558.57,45.64
1402902.47,37.64
1098286.61,43.15
1079669.11,53.53
1127859.69,50.74
1564897.32,45.14
1397301.38,51.3
1514828.82,53.35
1311796.91,48.45
1723736.91,51.72
1380836.35,57.75
1286413.71,64.21
1201059.72,54.4
1336838.41,63.63
1414713.5,64.47
1240126.07,57.63
1297452,72.12
1222367.9,68.27
1515890.38,68.4
1253316.3,70.93
1151282.31,66.59
1160043.98,76.67
1403779.25,71.81
1339972.83,78.72
1268503.49,86.84
1208809.34,88.95
1319054.57,89.85
1459655.85,89.9
1197373.13,88.1
1165870.54,91.17
1114530.29,93.29
1523870.89,90.61
1218764.94,91.04
1200019.74,91.74
1166479.51,94.61
1468871.49,93.66
1310087,88
1159212.1,76.36
1109105.92,82.95
1120731.76,83.26
1557314.58,70.44
1220984.94,67.31
1203172.05,73.05
1242746.06,67.41
1576654.67,59.77
1402654.95,48.76
1255081.22,54.2
1929738.27,53.25
1368130.35,52.5
1467024.3,42.17
1429954.66,43.29
1796203.51,45.4
1270036.53,44.64
1466046.07,50.43
1161190.29,48.07
1129540.48,46.2
1132948.48,50.43
1531599.44,50.58
1572966.15,52.27
1501503.68,51.8
1323487.91,53.13
1451740.57,52.27
1680764.06,54.54
1337875.49,64.44
1216059.41,56.26
1209524.11,64.36
1559592.79,64.05
1290684.95,64.28
1180797.2,66.73
1170456.16,77.99
1450628.85,76.03
1264575.18,77.27
1213310.45,84.51
1151214.41,83.84
1245480.95,78.11
1440687.69,84.83
1229760.97,85.94
1180671.55,91.61
1129031.98,90.47
1500863.54,89.13
1179915.04,95.61
1149427.48,85.53
1135035.09,93.47
1376520.1,88.16
1269113.41,95.91
1184198.41,94.87
1199309.59,85.32
1227118.75,89.78
1469693.99,88.52
1124660.77,83.64
1135340.19,82.97
1129508.61,81.22
1462941.03,81.61
1205536.71,71.74
1143724.48,68.66
1213860.61,65.95
538634.46,24.36
529672.95,28.14
542399.07,31.96
488417.61,35.98
535087.91,36.82
519042.49,43.43
496851.6,46.03
552985.34,48.56
599629.25,44.96
569937.23,57.06
509100.84,51.14
505329.66,51.04
501013.47,50.96
568497.35,63.81
518940.88,50.99
502021.82,59.99
577627.66,65.64
588017.66,69.49
540716.58,65.01
558731.74,67.13
585548.79,74.37
581473.55,72.88
563449.43,79.22
512292.01,76.3
506502.09,76.91
509872.77,76.35
519787.93,74.37
495269,74.75
531640.19,73.21
545766.13,68.99
579272.38,75.85
491290.37,68.6
463752.89,62.49
465338.41,65.14
474698.01,69.31
530059.06,56.32
483011.69,55.23
505221.17,50.24
527058.59,57.73
521002.97,44.34
524450.7,44.42
508174.55,48.62
975268.91,44.61
642678.53,39.42
713834.74,28.43
850538.25,30.46
1130926.79,29.76
465992.02,28.49
455952.18,32.56
426905.26,24.76
445134.15,26.8
410426.97,20.61
504126.89,26.39
550387.78,28.89
542529.21,35.34
483660.15,30.23
536031.67,33.52
493430.45,41.42
493653.43,43.38
478773.05,38.77
475615.26,36.04
505304.33,44.42
518245.97,48.88
589252.69,47.76
493078.64,57.2
534372.53,53.63
549551.02,57.71
492932.51,58.56
550735.64,62.59
598251.57,70.09
558431.44,69.53
536914.17,63.97
545368.17,68.53
567114.6,70.8
547586.07,74.22
505246.15,75.2
507335.75,77.79
474653.06,75.32
503486.37,75.33
471311.5,74.69
498056,71.3
608294.98,72.22
497085.91,69.16
505406.72,69.14
474129.35,68.08
475696.37,62.36
446516.26,69.78
514993,56.44
475776.45,62.63
505068.22,59.3
515119.64,49.31
620735.72,42.81
531600.62,47.8
504601.29,50.62
913165.19,46.28
579874.22,49.11
633240.53,45.35
736805.66,39.11
1016637.39,39.83
551743.05,36.28
469773.85,34.61
444756.37,39
446863.31,29.16
395987.24,35.68
493159.35,40.58
545840.05,35.68
559606.91,36.25
488782.63,39
500801.72,37.47
504750.35,41.72
489293.72,46.06
517408.48,54.68
504566.28,46.4
633826.55,46.38
520493.83,49.89
525200.59,58.81
497250.22,51.42
504963.84,50.75
529707.87,56.72
543706.04,61.9
549665.67,62.39
576252.35,70.01
554093.15,61.71
552338.76,66.56
581854.5,70.61
555954.13,70.99
578832.41,77.41
514709.76,75.81
506705.36,76.57
475158.24,73.52
504754.74,72.99
518628.42,76.74
416881.66,74.92
615026.15,70.42
545844.91,71.93
540811.85,73.3
475127.18,66.42
489079.23,63.38
489674.23,62.17
520632.8,62.09
513737,54.18
516909.24,55.28
534970.68,57.58
465108.52,39.05
497374.57,37.77
463513.26,39.75
472330.71,45.31
472591.07,48.61
468189.93,57.1
445736.36,54.68
442457.35,51.66
457884.06,64.12
454800.96,65.74
471054.16,67.87
462454.39,64.21
456140.34,66.93
457883.94,70.87
461868.09,73.08
455751.84,74.24
462474.16,80.94
458343.7,82.68
445530.16,83.51
447727.52,86.18
453210.24,87.01
450337.47,82.29
436293.4,81.67
438068.71,85.61
440491.33,87.17
437893.76,83.59
441407.06,90.3
444160.07,89.65
447139.8,89.58
443810.78,86.2
461548.98,82.57
455162.92,79.3
462058.19,83.03
448392.17,80.79
445475.3,70.28
462080.47,65.76
453943.89,68.61
459631.74,70.72
438334.39,67.51
484661.87,58.71
431266.64,60.95
423707.69,51.71
462732.36,62.96
407112.22,50.43
428631.91,46.35
445332.28,48.63
519354.88,51.29
397631.02,47.19
451077.21,44.24
465408.72,34.14
439132.62,42.72
425989.04,44.04
490970.95,36.33
470921.24,34.61
417070.51,59.87
432687.97,61.27
443334.71,59.52
438529.81,54.69
425470.84,63.26
431754.01,70.33
437926.79,56.36
443889.5,68.62
426666.92,71.01
445358.73,70.79
423687.2,70.19
438789.52,61.87
424614.59,75.04
435102.2,68.36
429305.82,76.86
432808.48,83.82
424697.05,84.71
435481.03,87.54
422715.74,85.72
428782.38,87.57
419764.37,89.16
420515.63,91.05
423441.76,90.27
414245.96,91.56
431798.64,94.22
412224.67,92.32
414450.61,90.11
387944.83,92.07
369722.32,91.94
370897.82,78.87
382914.66,80.62
391837.56,75.68
387001.13,78.91
417528.26,71.64
410711.99,69.79
428958.53,65.16
426151.88,65.46
432359.04,56.01
409686.63,59.8
436462.63,61.9
452163.93,56.43
412385.75,48.72
436741.02,41.44
441265.08,50.56
492022.68,46.54
376777.45,45.16
457030.86,48.1
447023.91,45
438760.62,52.21
433037.66,50.79
434080.74,55.83
451365.99,46.52
435109.11,45.03
425215.71,54.81
438640.61,59.3
446617.89,57.16
413617.45,63.39
430222.97,62.96
449603.91,67.87
461511.92,69.02
428784.7,69.03
462909.41,66.97
433744.83,69.21
454477.54,77.53
436070.45,74.14
460945.14,72.42
449355.91,79.49
427021.18,79.24
437222.94,79.47
438523.24,81.51
428554.63,81.78
423192.4,88.05
440553.42,85.26
417640.34,82.51
427491.04,84.25
424581.17,88.09
425136.55,91.57
430878.28,89.57
423351.15,85.55
425296.65,77.72
439132.5,83.58
433565.77,88.4
437773.31,76.1
443891.64,71.54
425410.04,80.38
446751.45,70.28
434593.26,61.53
437537.29,68.52
439424.5,70.5
1469252.05,39.05
1543947.23,37.77
1473386.75,39.75
1344354.41,45.31
1384870.51,48.61
1366193.35,57.1
1332261.01,54.68
1229635.7,51.66
1357600.68,64.12
1395710.09,65.74
1367448.28,67.87
1280465.8,64.21
1243200.24,66.93
1381796.8,70.87
1287288.59,73.08
1337405.6,74.24
1309437.17,80.94
1427624.5,82.68
1377092.33,83.51
1368090.08,86.18
1303523.73,87.01
1311704.92,82.29
1315118.4,81.67
1335433.72,85.61
1276031.84,87.17
1231993.14,83.59
1352401.08,90.3
1327719.34,89.65
1376571.21,89.58
1326621.98,86.2
1302047.48,82.57
1308179.02,79.3
1294105.01,83.03
1230250.25,80.79
1213981.64,70.28
1300131.68,65.76
1265852.43,68.61
1262289.29,70.72
1257921.28,67.51
1324455.72,58.71
1352780.76,60.95
1359158.57,51.71
1858856.06,62.96
1338716.37,50.43
1475685.1,46.35
1714667,48.63
2068942.97,51.29
1198071.6,47.19
1311986.87,44.24
1350730.31,34.14
1344167.13,42.72
1254955.68,44.04
1443206.46,36.33
1539230.32,34.61
1539063.91,59.87
1365678.22,61.27
1412721.18,59.52
1405572.93,54.69
1425559.02,63.26
1357036.1,70.33
1344890.73,56.36
1416790.17,68.62
1408464.08,71.01
1461393.91,70.79
1331137.96,70.19
1388755.61,61.87
1408118.22,75.04
1387365.19,68.36
1342273.64,76.86
1430348.1,83.82
1425299.37,84.71
1491039.14,87.54
1375962.46,85.72
1371889.27,87.57
1423144.47,89.16
1415473.91,91.05
1401944.8,90.27
1308122.15,91.56
1428993.33,94.22
1443311.49,92.32
1487542.53,90.11
1417267.07,92.07
1385769.03,91.94
1376670.27,78.87
1363460.86,80.62
1347607.74,75.68
1285534.74,78.91
1427383.24,71.64
1378340.18,69.79
1409310.4,65.16
1346862.72,65.46
1426405.46,56.01
1444783.64,59.8
1445174.79,61.9
1934099.65,56.43
1388809.43,48.72
1556798.94,41.44
1611196.61,50.56
2026176.14,46.54
1355405.95,45.16
1401232.52,48.1
1377485.12,45
1372504.9,52.21
1259941.48,50.79
1391479.91,55.83
1527688.58,46.52
1570813.52,45.03
1392543.37,54.81
1427881.22,59.3
1439034.86,57.16
1481728.13,63.39
1365824.97,62.96
1318854.22,67.87
1496169.81,69.02
1407842.91,69.03
1407036.59,66.97
1311352.25,69.21
